address,sold_price,bathroom_ct,bedroom_ct,home_sqft,sold_date,image_url,lat,lng,home_type,year_built,heating_type,parking_info,lot_sqft,zipcode
"4202 E Broadway Rd UNIT 32, Mesa, AZ 85206",285000.0,2.0,2.0,1612.0,2020-10-28,,33.39667,-111.71772,,,,,,85206
"952 S Roanoke, Mesa, AZ 85206",317500.0,2.0,2.0,1666.0,2020-10-28,,33.39667,-111.71772,,,,,,85206
"5621 E Adrian Ave, Mesa, AZ 85206",340000.0,2.5,3.0,1984.0,2020-10-28,,33.39667,-111.71772,,,,,,85206
"5336 E Hopi Ave, Mesa, AZ 85206",315500.0,3.0,3.0,1800.0,2020-10-28,,33.39667,-111.71772,,,,,,85206
"743 Leisure World Blvd, Mesa, AZ 85206",255000.0,2.0,2.0,1893.0,2020-10-28,,33.39667,-111.71772,,,,,,85206
"4202 E Broadway Rd UNIT 85, Mesa, AZ 85206",240000.0,2.0,2.0,1282.0,2020-10-28,,33.39667,-111.71772,,,,,,85206
"4907 E Crescent Ave, Mesa, AZ 85206",380000.0,1.75,2.0,2170.0,2020-10-27,,33.39667,-111.71772,,,,,,85206
"5402 E Catalina Ave, Mesa, AZ 85206",365000.0,2.0,4.0,2256.0,2020-10-27,,33.39667,-111.71772,,,,,,85206
"3803 E Hopi Ave, Mesa, AZ 85206",300000.0,2.0,3.0,1265.0,2020-10-27,https://photos.zillowstatic.com/fp/9108d8892367bf9fabfc5086ce89c681-p_e.jpg,33.39667,-111.71772,,,,,,85206
"5402 E Catalina Ave, Mesa, AZ 85206",365000.0,2.0,4.0,2256.0,2020-10-27,https://photos.zillowstatic.com/fp/a153ac0397c9b363bd001c103b442e6c-p_e.jpg,33.39667,-111.71772,,,,,,85206
"926 Leisure World Blvd, Mesa, AZ 85206",240000.0,2.0,2.0,1475.0,2020-10-26,https://photos.zillowstatic.com/p_e/ISnmz01y2lasz91000000000.jpg,33.39667,-111.71772,,,,,,85206
"4625 E Dolphin Ave, Mesa, AZ 85206",365000.0,3.0,2.0,1989.0,2020-10-26,https://photos.zillowstatic.com/fp/ff2e82701125ab26b0a134ba7f718133-p_e.jpg,33.39667,-111.71772,,,,,,85206
"1533 Leisure World Blvd, Mesa, AZ 85206",310000.0,1.0,2.0,1514.0,2020-10-23,https://photos.zillowstatic.com/fp/c811a684c108a07b0a6eecf72f03c97b-p_e.jpg,33.39667,-111.71772,,,,,,85206
"4202 E Broadway Rd UNIT 75, Mesa, AZ 85206",265000.0,2.0,2.0,1282.0,2020-10-23,https://photos.zillowstatic.com/fp/14d197898791a38cc49c4dcf10fd2a57-p_e.jpg,33.39667,-111.71772,,,,,,85206
"958 Leisure World, Mesa, AZ 85206",247500.0,2.0,2.0,1021.0,2020-10-22,https://photos.zillowstatic.com/p_e/ISv8qau7khpzxg1000000000.jpg,33.39667,-111.71772,,,,,,85206
"152 S 56th St, Mesa, AZ 85206",153000.0,2.0,2.0,1152.0,2020-10-22,,33.39667,-111.71772,,,,,,85206
"1959 Leisure World Blvd, Mesa, AZ 85206",270000.0,1.75,2.0,1822.0,2020-10-22,,33.39667,-111.71772,,,,,,85206
"1451 Leisure World Blvd, Mesa, AZ 85206",257500.0,2.0,2.0,1449.0,2020-10-22,,33.39667,-111.71772,,,,,,85206
"1429 S Racine, Mesa, AZ 85206",300000.0,2.0,3.0,1279.0,2020-10-21,,33.39667,-111.71772,,,,,,85206
"528 S Sunnyvale, Mesa, AZ 85206",357000.0,2.0,4.0,1864.0,2020-10-21,,33.39667,-111.71772,,,,,,85206
"5110 E Enid Ave, Mesa, AZ 85206",298700.0,1.75,2.0,1622.0,2020-10-20,,33.39667,-111.71772,,,,,,85206
"44 S Greenfield Rd UNIT 51, Mesa, AZ 85206",315000.0,3.0,3.0,1793.0,2020-10-20,,33.39667,-111.71772,,,,,,85206
"933 Leisure World, Mesa, AZ 85206",299950.0,2.0,2.0,1568.0,2020-10-19,,33.39667,-111.71772,,,,,,85206
"1350 S Greenfield Rd UNIT 2013, Mesa, AZ 85206",237500.0,2.0,2.0,1088.0,2020-10-19,,33.39667,-111.71772,,,,,,85206
"1111 S Blossom, Mesa, AZ 85206",295000.0,2.0,3.0,1364.0,2020-10-16,,33.39667,-111.71772,,,,,,85206
"2446 Leisure World, Mesa, AZ 85206",279900.0,1.75,2.0,1561.0,2020-10-16,,33.39667,-111.71772,,,,,,85206
"4142 E Hampton Cir, Mesa, AZ 85206",490000.0,2.0,5.0,2490.0,2020-10-16,,33.39667,-111.71772,,,,,,85206
"347 S Oakland, Mesa, AZ 85206",305000.0,2.0,3.0,1250.0,2020-10-16,,33.39667,-111.71772,,,,,,85206
"5051 E Holmes Ave, Mesa, AZ 85206",375000.0,3.0,4.0,2045.0,2020-10-16,,33.39667,-111.71772,,,,,,85206
"933 S Sunnyvale, Mesa, AZ 85206",316000.0,2.0,3.0,1668.0,2020-10-16,,33.39667,-111.71772,,,,,,85206
"306 Leisure World, Mesa, AZ 85206",189000.0,2.0,2.0,1408.0,2020-10-15,,33.39667,-111.71772,,,,,,85206
"4202 E Broadway Rd UNIT 118, Mesa, AZ 85206",245000.0,2.0,2.0,1206.0,2020-10-15,,33.39667,-111.71772,,,,,,85206
"3928 E Florian Ave, Mesa, AZ 85206",686000.0,3.0,4.0,2810.0,2020-10-15,,33.39667,-111.71772,,,,,,85206
"6535 E Superstition Springs Blvd UNIT 116, Mesa, AZ 85206",240000.0,2.0,2.0,1074.0,2020-10-15,,33.39667,-111.71772,,,,,,85206
"172 Leisure World Blvd, Mesa, AZ 85206",220000.0,2.0,2.0,1806.0,2020-10-15,,33.39667,-111.71772,,,,,,85206
"5045 E Holmes Ave, Mesa, AZ 85206",346500.0,2.0,3.0,1548.0,2020-10-15,,33.39667,-111.71772,,,,,,85206
"2334 Leisure World, Mesa, AZ 85206",323000.0,2.0,2.0,1449.0,2020-10-14,,33.39667,-111.71772,,,,,,85206
"4134 E Gable Ave, Mesa, AZ 85206",549000.0,3.0,3.0,2885.0,2020-10-14,,33.39667,-111.71772,,,,,,85206
"1872 Leisure World Blvd, Mesa, AZ 85206",299000.0,1.75,2.0,1807.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"4328 E Capri Ave UNIT 192, Mesa, AZ 85206",168300.0,2.0,2.0,990.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"725 S Power Rd APT 103, Mesa, AZ 85206",135000.0,1.0,1.0,984.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"619 S Banning, Mesa, AZ 85206",335000.0,2.5,4.0,1906.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"466 Leisure World, Mesa, AZ 85206",200000.0,1.75,3.0,1578.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"1350 S Greenfield Rd UNIT 1019, Mesa, AZ 85206",265500.0,2.5,3.0,1398.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"125 S 56th St UNIT 80, Mesa, AZ 85206",220000.0,2.5,3.0,1255.0,2020-10-13,,33.39667,-111.71772,,,,,,85206
"4635 E Crescent Ave, Mesa, AZ 85206",257000.0,2.0,2.0,1240.0,2020-10-13,https://photos.zillowstatic.com/fp/8665ead61617205b9cf01cdbca085486-p_e.jpg,33.39667,-111.71772,,,,,,85206
"5520 E Baywood Ave, Mesa, AZ 85206",193000.0,2.0,2.0,1261.0,2020-10-12,https://photos.zillowstatic.com/fp/754f51af83f5b4cefa2d25f1241332b2-p_e.jpg,33.39667,-111.71772,,,,,,85206
"5234 E Escondido Cir, Mesa, AZ 85206",575000.0,2.5,4.0,2567.0,2020-10-12,https://photos.zillowstatic.com/fp/4adbd474bc3f90e75fd9f1d92c6dc8db-p_e.jpg,33.39667,-111.71772,,,,,,85206
"1915 S 39th St UNIT 49, Mesa, AZ 85206",260000.0,2.0,2.0,1043.0,2020-10-09,https://photos.zillowstatic.com/fp/ca2fa2c7b7ec60472a3aae0d9056a38d-p_e.jpg,33.39667,-111.71772,,,,,,85206
"4610 E Garnet Cir, Mesa, AZ 85206",795000.0,6.0,5.0,5162.0,2020-10-09,https://photos.zillowstatic.com/fp/18e7ff278efbf6bcd2cdee4b14b4150d-p_e.jpg,33.39667,-111.71772,,,,,,85206
"914 Boeing Cir, Mesa, AZ 85206",53000.0,0.0,0.0,420.0,2020-10-09,,33.39667,-111.71772,,,,,,85206
"4722 E Calypso Ave, Mesa, AZ 85206",225000.0,2.0,2.0,1580.0,2020-10-09,https://photos.zillowstatic.com/fp/da9b3b479ee558abf3cf5816932928c3-p_e.jpg,33.39667,-111.71772,,,,,,85206
"1004 Leisure World Blvd, Mesa, AZ 85206",284985.0,2.0,0.0,1676.0,2020-10-09,,33.39667,-111.71772,,,,,,85206
"1207 Leisure World Blvd, Mesa, AZ 85206",349000.0,2.33,0.0,1882.0,2020-10-09,,33.39667,-111.71772,,,,,,85206
"44 S Greenfield Rd UNIT 50, Mesa, AZ 85206",305500.0,2.5,3.0,1793.0,2020-10-09,,33.39667,-111.71772,,,,,,85206
"1004 Leisure World Blvd, Mesa, AZ 85206",284985.0,2.0,2.0,1676.0,2020-10-08,,33.39667,-111.71772,,,,,,85206
"1021 S Greenfield Rd UNIT 1120, Mesa, AZ 85206",234000.0,2.0,2.0,1104.0,2020-10-08,,33.39667,-111.71772,,,,,,85206
"3805 E Alder Ave, Mesa, AZ 85206",161000.0,2.0,3.0,1248.0,2020-10-08,,33.39667,-111.71772,,,,,,85206
"31 Leisure World Blvd, Mesa, AZ 85206",173000.0,2.0,2.0,1277.0,2020-10-08,,33.39667,-111.71772,,,,,,85206
"31 Leisure World Blvd, Mesa, AZ 85206",173000.0,2.33,0.0,1277.0,2020-10-08,,33.39667,-111.71772,,,,,,85206
"276 Leisure World, Mesa, AZ 85206",214900.0,2.0,2.0,1698.0,2020-10-08,,33.39667,-111.71772,,,,,,85206
"1240 Leisure World Blvd, Mesa, AZ 85206",370000.0,2.0,3.0,2206.0,2020-10-07,,33.39667,-111.71772,,,,,,85206
"815 Leisure World Blvd, Mesa, AZ 85206",232500.0,2.0,2.0,1236.0,2020-10-07,,33.39667,-111.71772,,,,,,85206
"815 Leisure World, Mesa, AZ 85206",232500.0,1.0,2.0,1236.0,2020-10-07,,33.39667,-111.71772,,,,,,85206
"1021 S Greenfield Rd UNIT 1178, Mesa, AZ 85206",234000.0,2.0,2.0,1279.0,2020-10-07,,33.39667,-111.71772,,,,,,85206
"125 S 56th St UNIT 22, Mesa, AZ 85206",219900.0,2.5,3.0,1255.0,2020-10-06,,33.39667,-111.71772,,,,,,85206
"425 S Parkcrest UNIT 343, Mesa, AZ 85206",115000.0,1.0,1.0,858.0,2020-10-06,,33.39667,-111.71772,,,,,,85206
"1572 Leisure World Blvd, Mesa, AZ 85206",256000.0,2.0,2.0,1500.0,2020-10-05,,33.39667,-111.71772,,,,,,85206
"1941 S Pierpont Dr #1050, Mesa, AZ 85206",198000.0,2.0,0.0,1056.0,2020-10-05,,33.39667,-111.71772,,,,,,85206
"1572 Leisure World Blvd, Mesa, AZ 85206",256000.0,2.0,2.0,1500.0,2020-10-05,,33.39667,-111.71772,,,,,,85206
"3755 E Broadway Rd APT 78, Mesa, AZ 85206",286500.0,2.0,3.0,1414.0,2020-10-02,,33.39667,-111.71772,,,,,,85206
"4729 E Emelita Ave, Mesa, AZ 85206",267000.0,2.0,2.0,1471.0,2020-10-02,,33.39667,-111.71772,,,,,,85206
"2766 Leisure World, Mesa, AZ 85206",207109.0,2.0,0.0,1416.0,2020-10-02,,33.39667,-111.71772,,,,,,85206
"4747 E Florian Cir, Mesa, AZ 85206",298000.0,2.0,2.0,1687.0,2020-10-02,,33.39667,-111.71772,,,,,,85206
"827 Merlin Rd, Mesa, AZ 85206",150500.0,1.0,1.0,900.0,2020-10-02,,33.39667,-111.71772,,,,,,85206
"655 S Balboa, Mesa, AZ 85206",365000.0,2.5,5.0,2120.0,2020-10-02,,33.39667,-111.71772,,,,,,85206
"599 Leisure World Blvd, Mesa, AZ 85206",310000.0,2.0,2.0,1885.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"4630 E Elena Ave, Mesa, AZ 85206",230000.0,2.0,0.0,1240.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"1350 S Greenfield Rd UNIT 1135, Mesa, AZ 85206",270000.0,2.0,3.0,1184.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"1941 S Pierpont Dr #2029, Mesa, AZ 85206",214500.0,2.0,2.0,1023.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"986 Leisure World Blvd, Mesa, AZ 85206",241390.0,2.0,2.0,1724.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"986 Leisure World Blvd, Mesa, AZ 85206",247000.0,2.0,2.0,1374.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"252 S Oakland, Mesa, AZ 85206",300000.0,2.0,3.0,1405.0,2020-10-01,,33.39667,-111.71772,,,,,,85206
"1941 S Pierpont Dr #2029, Mesa, AZ 85206",214500.0,2.0,2.0,1023.0,2020-10-01,https://photos.zillowstatic.com/fp/320e432b455baece85e78315ed298a6e-p_e.jpg,33.39667,-111.71772,,,,,,85206
"252 S Oakland, Mesa, AZ 85206",300000.0,2.0,3.0,1405.0,2020-10-01,https://photos.zillowstatic.com/fp/fa80e6cddd61e01e979a115604e29710-p_e.jpg,33.39667,-111.71772,,,,,,85206
"1535 Leisure World Blvd, Mesa, AZ 85206",299000.0,2.0,2.0,1760.0,2020-09-30,https://photos.zillowstatic.com/p_e/IS7ab98l2tpwko1000000000.jpg,33.39667,-111.71772,,,,,,85206
"1535 Leisure World Blvd, Mesa, AZ 85206",299000.0,2.33,0.0,1760.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"3843 E Dulciana Ave, Mesa, AZ 85206",275000.0,2.0,4.0,1939.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"2581 Leisure World, Mesa, AZ 85206",537500.0,3.0,2.0,2070.0,2020-09-30,https://photos.zillowstatic.com/fp/517aba861cd794c8fead246e51c7fb84-p_e.jpg,33.39667,-111.71772,,,,,,85206
"2135 Leisure World Blvd, Mesa, AZ 85206",307000.0,2.67,0.0,1667.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"4202 E Broadway Rd UNIT 112, Mesa, AZ 85206",299900.0,2.5,2.0,1590.0,2020-09-30,https://photos.zillowstatic.com/fp/0ea3adbdf5067430682b42ce9cc3ec4d-p_e.jpg,33.39667,-111.71772,,,,,,85206
"4556 E Catalina Ave, Mesa, AZ 85206",246600.0,1.75,2.0,1790.0,2020-09-30,https://photos.zillowstatic.com/fp/12f8061da8f6acbe3b9b22e6d2d31a90-p_e.jpg,33.39667,-111.71772,,,,,,85206
"5513 E Alpine Ave, Mesa, AZ 85206",90000.0,2.0,3.0,1356.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"4109 E Carmel Ave, Mesa, AZ 85206",275000.0,2.0,2.0,1716.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"420 Leisure World Blvd, Mesa, AZ 85206",275000.0,2.0,0.0,1621.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"420 Leisure World Blvd, Mesa, AZ 85206",273000.0,1.75,2.0,1621.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"6718 E Arbor Ave, Mesa, AZ 85206",292500.0,2.0,3.0,1413.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"2135 Leisure World Blvd, Mesa, AZ 85206",307000.0,2.0,3.0,1937.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"2581 Leisure World, Mesa, AZ 85206",537500.0,3.0,2.0,2050.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"1401 Leisure World Blvd, Mesa, AZ 85206",485000.0,2.0,3.0,2480.0,2020-09-30,,33.39667,-111.71772,,,,,,85206
"4518 E Delta Ave, Mesa, AZ 85206",230000.0,2.0,2.0,1573.0,2020-09-29,,33.39667,-111.71772,,,,,,85206
"641 S Power Rd APT 365, Mesa, AZ 85206",100000.0,2.0,2.0,952.0,2020-09-29,,33.39667,-111.71772,,,,,,85206
"4858 E Holmes Ave, Mesa, AZ 85206",315000.0,2.0,3.0,1640.0,2020-09-29,,33.39667,-111.71772,,,,,,85206
"5434 E Calypso Cir, Mesa, AZ 85206",300000.0,2.0,4.0,1964.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"40 Leisure World Blvd, Mesa, AZ 85206",228000.0,2.0,0.0,1408.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"4501 E Carol Ave UNIT 74, Mesa, AZ 85206",155000.0,1.75,2.0,1002.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"40 Leisure World, Mesa, AZ 85206",228000.0,2.0,2.0,1408.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"316 Boeing Cir, Mesa, AZ 85206",65000.0,0.0,0.0,798.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"1788 Leisure World Blvd, Mesa, AZ 85206",330000.0,2.0,0.0,1882.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"1788 Leisure World Blvd, Mesa, AZ 85206",330000.0,2.0,3.0,1882.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"4309 E Carmel Cir, Mesa, AZ 85206",241000.0,2.0,2.0,1482.0,2020-09-28,,33.39667,-111.71772,,,,,,85206
"5052 E Emerald Ave, Mesa, AZ 85206",265000.0,2.0,2.0,2010.0,2020-09-25,,33.39667,-111.71772,,,,,,85206
"555 S Parkcrest, Mesa, AZ 85206",303000.0,1.75,2.0,1748.0,2020-09-25,,33.39667,-111.71772,,,,,,85206
"5433 E Glade Ave, Mesa, AZ 85206",408000.0,2.5,4.0,2681.0,2020-09-25,,33.39667,-111.71772,,,,,,85206
"2276 Leisure World Blvd, Mesa, AZ 85206",459900.0,2.0,3.0,1723.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"4705 E Flower Cir, Mesa, AZ 85206",252000.0,1.75,2.0,1507.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"106 Leisure World Blvd, Mesa, AZ 85206",210000.0,2.33,0.0,1460.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"106 Leisure World, Mesa, AZ 85206",210000.0,2.0,3.0,1629.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"1768 Leisure World Blvd, Mesa, AZ 85206",252000.0,2.0,0.0,1374.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"1021 S Greenfield Rd UNIT 1164, Mesa, AZ 85206",235000.0,2.0,2.0,1305.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"1941 S Pierpont Dr #1022, Mesa, AZ 85206",168000.0,1.0,1.0,735.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"1202 S Merino, Mesa, AZ 85206",302000.0,2.0,3.0,1423.0,2020-09-24,,33.39667,-111.71772,,,,,,85206
"3711 E Farmdale Ave, Mesa, AZ 85206",322000.0,2.0,4.0,1770.0,2020-09-23,https://photos.zillowstatic.com/fp/045e7e65839e37dfecf2772f2e3da759-p_e.jpg,33.39667,-111.71772,,,,,,85206
"546 S Portland, Mesa, AZ 85206",255000.0,1.75,2.0,1589.0,2020-09-22,https://photos.zillowstatic.com/fp/f05f4a5435e3ce6888f5ef8157bfdc77-p_e.jpg,33.39667,-111.71772,,,,,,85206
"3939 E Forge Ave, Mesa, AZ 85206",570000.0,2.5,3.0,2672.0,2020-09-22,https://photos.zillowstatic.com/fp/b74c847d30e783c4f6161b675b24febe-p_e.jpg,33.39667,-111.71772,,,,,,85206
"231 Navajo Rd, Mesa, AZ 85206",81000.0,0.0,0.0,798.0,2020-09-22,,33.39667,-111.71772,,,,,,85206
"702 Leisure World Blvd, Mesa, AZ 85206",239900.0,2.0,2.0,1270.0,2020-09-22,https://photos.zillowstatic.com/fp/368a84aea85cf8a1e7f6d34157b3eed9-p_e.jpg,33.39667,-111.71772,,,,,,85206
"4021 E Edgewood Ave, Mesa, AZ 85206",491000.0,3.0,4.0,2678.0,2020-09-21,,33.39667,-111.71772,,,,,,85206
"5661 E Florian Ave, Mesa, AZ 85206",298000.0,2.0,3.0,1412.0,2020-09-21,https://photos.zillowstatic.com/fp/b1b87b2335e28c3f04656e4c6b1b0a6f-p_e.jpg,33.39667,-111.71772,,,,,,85206
"1234 Leisure World Blvd, Mesa, AZ 85206",250000.0,2.0,0.0,1504.0,2020-09-21,,33.39667,-111.71772,,,,,,85206
"5225 E Enid Ave #117, Mesa, AZ 85206",262160.0,2.5,3.0,1463.0,2020-09-21,,33.39667,-111.71772,,,,,,85206
"2039 Leisure World Blvd, Mesa, AZ 85206",508000.0,2.33,0.0,2608.0,2020-09-21,,33.39667,-111.71772,,,,,,85206
"628 Merlin Rd, Mesa, AZ 85206",155000.0,0.0,0.0,432.0,2020-09-21,,33.39667,-111.71772,,,,,,85206
"3645 N Morning Dove, Mesa, AZ 85207",485000.0,3.0,4.0,2452.0,2020-11-20,https://photos.zillowstatic.com/fp/a8e0d8921add922208efe66bbb6b2172-p_e.jpg,33.4535,-111.63683,,,,,,85207
"564 N Emery, Mesa, AZ 85207",343750.0,3.0,4.0,2104.0,2020-11-19,https://photos.zillowstatic.com/fp/78223faedc5f988842d265ab5e42dd73-p_e.jpg,33.4535,-111.63683,,,,,,85207
"9016 E Fox St, Mesa, AZ 85207",350000.0,2.0,4.0,1599.0,2020-11-19,https://photos.zillowstatic.com/fp/9e322644ef2ab58eb6729083e7e3a3f2-p_e.jpg,33.4535,-111.63683,,,,,,85207
"7336 E Norwood St, Mesa, AZ 85207",433000.0,2.0,3.0,2126.0,2020-11-19,https://photos.zillowstatic.com/fp/946584095ec3f51a41031d8309eac641-p_e.jpg,33.4535,-111.63683,,,,,,85207
"9135 E Boise St, Mesa, AZ 85207",255600.0,2.0,2.0,1200.0,2020-11-19,https://photos.zillowstatic.com/fp/dd5382aeec842fc451e174f23c1c4ecb-p_e.jpg,33.4535,-111.63683,,,,,,85207
"455 N Greenwood, Mesa, AZ 85207",380000.0,2.0,4.0,1680.0,2020-11-19,https://photos.zillowstatic.com/fp/aa9279906672510cdf26d6aa8a5ce7d4-p_e.jpg,33.4535,-111.63683,,,,,,85207
"7318 E June St, Mesa, AZ 85207",373000.0,2.0,3.0,1735.0,2020-11-18,https://photos.zillowstatic.com/fp/44f2847ea44fd56576052bdc61e71e41-p_e.jpg,33.4535,-111.63683,,,,,,85207
"259 N 102nd Pl, Mesa, AZ 85207",310000.0,2.0,3.0,1656.0,2020-11-18,https://photos.zillowstatic.com/p_e/IS72pa8arp2rgl0000000000.jpg,33.4535,-111.63683,,,,,,85207
"1814 N Red Clf, Mesa, AZ 85207",405000.0,2.0,2.0,1622.0,2020-11-18,https://photos.zillowstatic.com/p_e/IS3netq9jrmprz0000000000.jpg,33.4535,-111.63683,,,,,,85207
"6918 E Ivyglen St, Mesa, AZ 85207",810000.0,3.0,5.0,3461.0,2020-11-17,,33.4535,-111.63683,,,,,,85207
"306 N Sunrise St, Mesa, AZ 85207",311134.0,2.5,3.0,2219.0,2020-11-17,,33.4535,-111.63683,,,,,,85207
"7023 E Indigo St, Mesa, AZ 85207",860000.0,4.0,5.0,3048.0,2020-11-17,,33.4535,-111.63683,,,,,,85207
"9012 E Halifax Cir, Mesa, AZ 85207",425000.0,2.0,4.0,1900.0,2020-11-17,,33.4535,-111.63683,,,,,,85207
"10031 E June Cir, Mesa, AZ 85207",615000.0,3.0,5.0,2610.0,2020-11-16,,33.4535,-111.63683,,,,,,10031
"1524 N Calle Noventa, Mesa, AZ 85207",474900.0,2.0,4.0,2248.0,2020-11-16,,33.4535,-111.63683,,,,,,85207
"8838 E Norwood St, Mesa, AZ 85207",560000.0,3.0,3.0,2675.0,2020-11-16,,33.4535,-111.63683,,,,,,85207
"11404 E Northridge St, Mesa, AZ 85207",921372.0,3.0,4.0,3245.0,2020-11-16,,33.4535,-111.63683,,,,,,11404
"3644 N Sagewood Cir, Mesa, AZ 85207",830000.0,3.0,4.0,2952.0,2020-11-16,,33.4535,-111.63683,,,,,,85207
"1510 N 104th St, Mesa, AZ 85207",669000.0,2.5,4.0,2886.0,2020-11-16,,33.4535,-111.63683,,,,,,85207
"9436 E Mallory St, Mesa, AZ 85207",549500.0,2.5,4.0,3026.0,2020-11-13,,33.4535,-111.63683,,,,,,85207
"8802 E University Dr UNIT 28, Mesa, AZ 85207",286000.0,2.5,3.0,1586.0,2020-11-13,,33.4535,-111.63683,,,,,,85207
"6922 E Portia St, Mesa, AZ 85207",479000.0,3.0,5.0,2475.0,2020-11-13,,33.4535,-111.63683,,,,,,85207
"3815 N Paseo Del Sol, Mesa, AZ 85207",570000.0,3.0,4.0,2732.0,2020-11-13,,33.4535,-111.63683,,,,,,85207
"8055 E Stonecliff St, Mesa, AZ 85207",740000.0,3.0,3.0,3017.0,2020-11-13,,33.4535,-111.63683,,,,,,85207
"3742 N Desert Oasis Cir, Mesa, AZ 85207",760000.0,3.0,4.0,3655.0,2020-11-12,,33.4535,-111.63683,,,,,,85207
"9042 E Ivyglen Cir, Mesa, AZ 85207",425000.0,2.0,2.0,1842.0,2020-11-12,,33.4535,-111.63683,,,,,,85207
"7860 E Mawson Rd, Mesa, AZ 85207",435000.0,2.0,3.0,2450.0,2020-11-12,,33.4535,-111.63683,,,,,,85207
"1862 N Woodruff, Mesa, AZ 85207",590000.0,4.5,5.0,3367.0,2020-11-12,,33.4535,-111.63683,,,,,,85207
"7536 E Snowdon St, Mesa, AZ 85207",460000.0,2.0,3.0,1571.0,2020-11-12,,33.4535,-111.63683,,,,,,85207
"11349 E Des Moines Cir, Mesa, AZ 85207",367750.0,2.0,4.0,1848.0,2020-11-12,,33.4535,-111.63683,,,,,,11349
"501 N 110th St, Mesa, AZ 85207",235000.0,2.0,4.0,1446.0,2020-11-12,,33.4535,-111.63683,,,,,,85207
"518 N 104th Pl, Mesa, AZ 85207",249900.0,2.0,4.0,1820.0,2020-11-11,,33.4535,-111.63683,,,,,,85207
"9551 E Kramer Cir, Mesa, AZ 85207",555000.0,2.0,4.0,2460.0,2020-11-10,,33.4535,-111.63683,,,,,,85207
"9206 E Fairfield St, Mesa, AZ 85207",315000.0,2.0,3.0,1600.0,2020-11-10,,33.4535,-111.63683,,,,,,85207
"3533 N Barron, Mesa, AZ 85207",449000.0,3.0,4.0,2452.0,2020-11-10,,33.4535,-111.63683,,,,,,85207
"7445 E Eagle Crest Dr UNIT 1023, Mesa, AZ 85207",442500.0,3.5,3.0,2604.0,2020-11-10,,33.4535,-111.63683,,,,,,85207
"3454 N Barron, Mesa, AZ 85207",510000.0,3.0,4.0,2450.0,2020-11-10,,33.4535,-111.63683,,,,,,85207
"2922 N Athena, Mesa, AZ 85207",355000.0,4.0,4.0,2091.0,2020-11-09,,33.4535,-111.63683,,,,,,85207
"9105 E Elmwood St, Mesa, AZ 85207",285000.0,2.0,3.0,1320.0,2020-11-09,,33.4535,-111.63683,,,,,,85207
"551 N 94th Pl, Mesa, AZ 85207",318500.0,3.0,4.0,2008.0,2020-11-06,https://photos.zillowstatic.com/fp/23491647e8e0dd041f446729f0d5b828-p_e.jpg,33.4535,-111.63683,,,,,,85207
"4056 N Mirada Cir, Mesa, AZ 85207",631000.0,2.5,3.0,2309.0,2020-11-06,https://photos.zillowstatic.com/fp/cfb530c6ff51a33b16d2c8ded6ace2af-p_e.jpg,33.4535,-111.63683,,,,,,85207
"11121 E Camino Cir, Mesa, AZ 85207",251000.0,2.0,3.0,1349.0,2020-11-06,https://photos.zillowstatic.com/fp/2a4becb6c6f60accaee3c4f893950fab-p_e.jpg,33.4535,-111.63683,,,,,,11121
