index,Zip Code Tabulation Area,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some or Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
27963,80503,34791,42,92176,48855,0.074645742,23698,0.005232509,0.004261963,0.000295384,0.16313613,0.044476327,0.111823783,0.076335556,0.353447548,0.172082032,0.035192843,0.033715925
27964,80504,54023,36.8,91095,38338,0.064731688,35944,0.008262853,0.00976519,0.007038727,0.241681505,0.073670154,0.165730024,0.08438126,0.277654129,0.102437124,0.012491654,0.01688738
27965,80510,323,58.4,91667,66869,0.040247678,250,0,0,0,0.156,0.084,0.088,0.16,0.272,0.192,0,0.048
27967,80512,1708,55.4,61053,41287,0.06147541,1438,0,0,0,0.152990264,0.082058414,0.189151599,0.067454798,0.319888734,0.127955494,0.018080668,0.042420028
27968,80513,12580,43.6,85399,40600,0.077980922,9132,0.003613666,0.00043802,0.001752081,0.282084976,0.083114323,0.164257556,0.107314936,0.215834428,0.106767411,0.013140604,0.021681997
27969,80514,5278,32,65673,26652,0.067639257,3535,0.018953324,0.027157001,0.002828854,0.411315417,0.092220651,0.151626591,0.100141443,0.148231966,0.030834512,0.009335219,0.007355021
27970,80515,1069,54,72159,33293,0.229186155,800,0,0,0,0.18,0.0675,0.2175,0.1375,0.23375,0.10875,0,0.055
27971,80516,26323,37.3,116632,46487,0.041598602,17484,0.004289636,0.006977808,0.000571951,0.14127202,0.065259666,0.138869824,0.06285747,0.355639442,0.163463738,0.030027454,0.030770991
27972,80517,10012,57.6,62540,40356,0.109268877,8100,0.001728395,0,0,0.211111111,0.05382716,0.193950617,0.054074074,0.270987654,0.150493827,0.014691358,0.049135802
27973,80520,1517,38.4,70844,25639,0.060646012,1047,0,0,0.025787966,0.398280802,0.144221585,0.239732569,0,0.157593123,0.034383954,0,0
27974,80521,37076,23.2,45281,24548,0.253533283,15749,0.003492285,0.001079434,0.000380977,0.182551273,0.049780938,0.148644358,0.078735158,0.306051178,0.15220014,0.034541876,0.042542384
27975,80524,35753,35.5,58580,34640,0.154840153,23979,0.004086909,0.007172943,0.013511823,0.232828725,0.052295759,0.158305184,0.070978773,0.270319863,0.127486551,0.027273865,0.035739605
27976,80525,54286,34.8,70527,36593,0.090667944,36000,0.004861111,0.002305556,0.005666667,0.168194444,0.050916667,0.1245,0.086194444,0.337111111,0.156111111,0.026222222,0.037916667
27977,80526,46346,31.6,63078,33354,0.153885988,28312,0.002543091,0.003743995,0.004238485,0.185363097,0.05902091,0.138457191,0.085970613,0.290336253,0.161521616,0.022605256,0.046199491
27978,80528,21259,36.3,101104,44643,0.054094736,13118,0.006327184,0.006937033,0.007318189,0.13592011,0.03971642,0.112059765,0.077603293,0.342049093,0.17967678,0.037734411,0.054657722
27979,80530,4460,36.7,77500,32800,0.02264574,3133,0.009256304,0.004149378,0.00223428,0.335142036,0.057772103,0.157676349,0.12256623,0.234918608,0.068943505,0.005745292,0.001595914
27981,80534,16527,35.8,92284,39648,0.028014764,11574,0.001036807,0.01097287,0.003542423,0.290997062,0.063763608,0.191031623,0.095731813,0.250993606,0.082339727,0.00630724,0.003283221
27982,80535,2613,49.7,68333,36469,0.101033295,2036,0,0,0.003438114,0.298133595,0.027996071,0.153732809,0.042239686,0.315815324,0.097249509,0.019155206,0.042239686
27983,80536,2153,54.4,71172,47417,0.098002787,1870,0.00855615,0,0,0.218181818,0.079144385,0.198395722,0.078609626,0.260427807,0.111764706,0.025668449,0.019251337
27984,80537,43637,41.7,67452,36458,0.080573825,31391,0.005256284,0.001656526,0.004459877,0.283616323,0.088369278,0.162881081,0.115319678,0.214042241,0.093275143,0.014876876,0.016246695
27985,80538,48260,42.4,68031,33990,0.076046415,34435,0.012951938,0.000784086,0.00789894,0.275882097,0.090692609,0.149121533,0.093131988,0.237142442,0.100450123,0.015885001,0.016059242
27986,80540,4552,46.1,96818,44401,0.081942004,3337,0.001198681,0,0.010488463,0.151333533,0.076415942,0.138447708,0.075217261,0.329937069,0.156128259,0.035361103,0.025471981
27987,80542,4776,35.1,94863,38420,0.077470687,3159,0.012345679,0.008547009,0,0.283634061,0.081038303,0.182019626,0.098448876,0.219373219,0.077556189,0.017094017,0.01994302
27988,80543,7001,34.5,80011,30269,0.053706613,4544,0.018265845,0.032790493,0.016065141,0.369058099,0.113556338,0.164172535,0.127860915,0.12477993,0.024427817,0.006161972,0.002860915
27990,80545,845,62.7,61250,46564,0.062721893,768,0,0,0,0.248697917,0.07421875,0.204427083,0.096354167,0.298177083,0.04296875,0,0.03515625
27991,80546,324,38.5,105909,35879,0.067901235,222,0.018018018,0,0,0.373873874,0.121621622,0.225225225,0.108108108,0.108108108,0.045045045,0,0
27992,80547,2221,32,106250,36398,0.04187303,1354,0.001477105,0,0,0.212703102,0.035450517,0.149187592,0.064254062,0.40620384,0.106351551,0.020679468,0.003692762
27993,80549,11342,34,87246,34209,0.061629342,7584,0.003296414,0.004878692,0.003164557,0.289556962,0.061577004,0.137658228,0.140822785,0.227584388,0.091640295,0.027953586,0.011867089
27994,80550,28403,38.4,94227,40475,0.042636341,19009,0.00378768,0.00173602,0.003892893,0.23373139,0.064022305,0.169446052,0.100846967,0.277552738,0.099058341,0.013467305,0.032458309
27995,80601,39816,33.1,72541,30344,0.104957806,25327,0.017056896,0.023176847,0.006475303,0.418960003,0.072333873,0.165909899,0.086784854,0.147589529,0.04986773,0.006356852,0.005488214
27996,80602,34857,36.8,113405,41730,0.032360788,22975,0.005571273,0.003960827,0.003394995,0.246572361,0.081305767,0.147682263,0.094232862,0.283090316,0.108900979,0.015190424,0.010097933
27997,80603,13504,35.6,85234,34355,0.101007109,8989,0.026031817,0.030592947,0.016575815,0.364000445,0.095338747,0.171654244,0.131494048,0.121036823,0.036044054,0.005673601,0.001557459
27998,80610,3232,33.4,57325,26424,0.112623762,2118,0.009915014,0.05476865,0.025023607,0.403210576,0.077431539,0.131728045,0.113786591,0.123229462,0.051935788,0.004249292,0.004721435
27999,80611,1154,32.8,77031,37054,0.048526863,686,0,0.010204082,0.014577259,0.368804665,0.081632653,0.180758017,0.163265306,0.144314869,0.024781341,0.011661808,0
28001,80615,7982,40,77567,30903,0.051365573,5471,0.01133248,0.008956315,0.006762932,0.338877719,0.090294279,0.12337781,0.104185706,0.226832389,0.070188265,0.013525864,0.00566624
28002,80620,19407,29.4,54701,23841,0.132065749,11828,0.016570849,0.024771728,0.022319919,0.478610078,0.071525194,0.170527562,0.077781535,0.107710517,0.023841731,0.004903619,0.001437268
28003,80621,12732,36.8,65567,29647,0.067153629,8177,0.03375321,0.046349517,0.008682891,0.45456769,0.075210958,0.163996576,0.070930659,0.087073499,0.05221964,0.005136358,0.002079002
28005,80623,951,37.7,55455,22386,0.052576236,619,0.008077544,0.04361874,0.040387722,0.547657512,0.066235864,0.077544426,0.063004847,0.140549273,0.012924071,0,0
28006,80624,1180,35.5,72148,29457,0.125423729,849,0.035335689,0,0,0.435806832,0.038869258,0.16254417,0.126030624,0.187279152,0.014134276,0,0
28007,80631,55857,26.9,43243,18991,0.226471167,29745,0.037619768,0.047806354,0.036678433,0.422558413,0.072550008,0.160161372,0.06915448,0.103681291,0.040679106,0.0029921,0.006118675
28008,80634,58208,37.3,70290,32503,0.089884552,39022,0.01150633,0.014094613,0.011326944,0.297498847,0.08702783,0.162831223,0.103403208,0.194736303,0.086566552,0.017451694,0.013556455
28009,80640,12864,31.4,82056,26917,0.111862562,7629,0.005243151,0.049023463,0.032769695,0.406213134,0.074583825,0.136453008,0.075763534,0.146152838,0.065801547,0.006029624,0.001966182
28010,80642,3842,38.8,74688,32867,0.086153045,2745,0.001821494,0.013843352,0.02003643,0.335154827,0.09726776,0.149726776,0.110746812,0.228779599,0.026593807,0.016029144,0
28011,80643,4177,37.3,87078,34333,0.151304764,2725,0.022385321,0.006238532,0.001100917,0.40440367,0.11412844,0.251376147,0.045504587,0.097614679,0.042568807,0.011009174,0.003669725
28012,80644,3207,36.8,71974,33208,0.132210789,2110,0.002369668,0.010900474,0.018483412,0.434123223,0.041706161,0.200947867,0.098578199,0.146445498,0.018957346,0.022748815,0.004739336
28013,80645,4465,36.9,62794,28869,0.0924972,2806,0.023164647,0.029579473,0.038488952,0.424091233,0.084818247,0.148610121,0.092658589,0.096935139,0.055595153,0.000712758,0.005345688
28014,80648,1243,43.6,71607,33373,0.049879324,980,0.003061224,0.003061224,0.004081633,0.418367347,0.091836735,0.163265306,0.070408163,0.182653061,0.029591837,0.01122449,0.02244898
28015,80649,334,51.3,67500,31407,0.083832335,285,0,0,0,0.522807018,0.077192982,0.136842105,0.203508772,0.059649123,0,0,0
28016,80650,1558,45.1,59143,31458,0.058408216,1133,0.015004413,0.029126214,0.015887026,0.486319506,0.113857017,0.110326567,0.080317741,0.101500441,0.023830538,0.007943513,0.015887026
28017,80651,4316,40.2,62120,32565,0.107043559,3016,0.01193634,0.00862069,0.032493369,0.394893899,0.084880637,0.180039788,0.12301061,0.109748011,0.051724138,0.00265252,0
28018,80652,330,58.3,25531,25130,0.148484848,253,0,0,0,0.71541502,0,0.09486166,0.146245059,0.043478261,0,0,0
28019,80653,764,45.9,56779,29774,0.128272251,568,0.00528169,0,0.01056338,0.441901408,0.095070423,0.197183099,0.093309859,0.14084507,0.008802817,0.007042254,0
28020,80654,2647,41.4,55065,25698,0.123536079,1772,0.019751693,0.022573363,0.002257336,0.395598194,0.075056433,0.18510158,0.137697517,0.071106095,0.084085779,0.006772009,0
28021,80701,15806,35.4,52655,24446,0.082310515,10059,0.020280346,0.074957749,0.031911721,0.404513371,0.082612586,0.14593896,0.077244259,0.103787653,0.042847202,0.01063724,0.005268913
28022,80705,1244,33.3,42054,16936,0.138263666,844,0.022511848,0.107819905,0.046208531,0.55450237,0.048578199,0.090047393,0.059241706,0.059241706,0.004739336,0.007109005,0
28023,80720,2803,37.4,47475,23856,0.102390296,1892,0.005285412,0.00422833,0.00845666,0.420190275,0.082980973,0.235200846,0.10359408,0.102008457,0.028012685,0.006871036,0.003171247
28024,80721,295,45.9,55000,35179,0.111864407,181,0,0,0,0.375690608,0.08839779,0.29281768,0.022099448,0.17679558,0.044198895,0,0
28025,80722,259,43,45833,24757,0.096525097,199,0,0,0,0.251256281,0.095477387,0.035175879,0.316582915,0.221105528,0.08040201,0,0
28026,80723,7024,35.8,49896,23631,0.118308656,4549,0.010771598,0.021982853,0.029237195,0.396790503,0.064189932,0.138711805,0.100241811,0.153220488,0.056276105,0.026379424,0.002198285
28027,80726,490,47.5,57566,30926,0.155102041,377,0.00795756,0,0.00795756,0.440318302,0.042440318,0.143236074,0.230769231,0.084880637,0.042440318,0,0
28028,80727,460,26.9,42744,24218,0.123913043,250,0.044,0.016,0.008,0.488,0.056,0.212,0.064,0.096,0.004,0.008,0.004
28029,80728,1156,42.4,57188,24916,0.132352941,805,0.002484472,0,0.003726708,0.325465839,0.10931677,0.237267081,0.152795031,0.119254658,0.043478261,0.002484472,0.003726708
28030,80729,669,44.7,51667,25820,0.188340807,472,0.004237288,0.021186441,0,0.355932203,0.069915254,0.241525424,0.036016949,0.235169492,0.029661017,0,0.006355932
28031,80731,1296,45,46061,22698,0.097993827,881,0.01816118,0.002270148,0.005675369,0.27014756,0.068104427,0.190692395,0.183881952,0.192962543,0.044267877,0.010215664,0.013620885
28032,80733,450,51.5,66875,32212,0.082222222,332,0,0.024096386,0.048192771,0.352409639,0.087349398,0.180722892,0.138554217,0.13253012,0.036144578,0,0
28033,80734,2973,36.6,52257,31110,0.05213589,1954,0.002047083,0.057830092,0.022006141,0.318833163,0.07011259,0.123336745,0.13408393,0.174002047,0.055271238,0.034800409,0.007676561
28034,80735,380,29,68021,27730,0.105263158,203,0,0.024630542,0,0.280788177,0.044334975,0.137931034,0.172413793,0.187192118,0.137931034,0,0.014778325
28035,80736,679,33.5,48750,20712,0.234167894,462,0,0.002164502,0.008658009,0.344155844,0.075757576,0.183982684,0.12987013,0.201298701,0.043290043,0,0.010822511
28036,80737,1682,44.2,51250,25090,0.140903686,1170,0.01965812,0.021367521,0.005128205,0.331623932,0.114529915,0.15982906,0.134188034,0.132478632,0.073504274,0.007692308,0
28037,80740,112,55.1,64063,29265,0.089285714,101,0,0,0,0.465346535,0.188118812,0.237623762,0,0.069306931,0.03960396,0,0
28038,80741,974,32.9,49125,29798,0.069815195,604,0.006622517,0.008278146,0,0.329470199,0.062913907,0.228476821,0.122516556,0.163907285,0.064569536,0.006622517,0.006622517
28039,80742,209,48.8,43750,30343,0.100478469,162,0,0,0,0.358024691,0.117283951,0.179012346,0.074074074,0.185185185,0.086419753,0,0
28040,80743,1043,44.1,51750,29020,0.130393097,720,0.006944444,0.006944444,0.006944444,0.288888889,0.068055556,0.286111111,0.125,0.147222222,0.063888889,0,0
28041,80744,394,55.5,27500,22626,0.263959391,312,0.012820513,0,0.022435897,0.458333333,0.073717949,0.166666667,0.121794872,0.096153846,0.03525641,0.006410256,0.006410256
28042,80745,287,48.5,51625,25180,0.076655052,216,0.064814815,0,0.027777778,0.430555556,0.083333333,0.050925926,0.305555556,0.018518519,0,0.018518519,0
28044,80747,383,38.4,56250,31050,0.033942559,275,0.003636364,0.003636364,0.010909091,0.374545455,0.087272727,0.181818182,0.203636364,0.090909091,0.036363636,0.007272727,0
28045,80749,274,52.7,43750,28275,0.178832117,212,0,0,0.018867925,0.353773585,0.127358491,0.155660377,0.070754717,0.202830189,0.061320755,0,0.009433962
28046,80750,285,37.9,48906,18699,0.035087719,195,0,0,0,0.405128205,0.107692308,0.148717949,0.194871795,0.066666667,0.051282051,0.025641026,0
28047,80751,17445,37.7,47477,25532,0.14886787,11777,0.012906513,0.020039059,0.018425745,0.397724378,0.064023096,0.155047975,0.121423113,0.138914834,0.057230194,0.00738728,0.006877813
28048,80754,177,50.1,65208,35048,0.016949153,124,0,0,0,0.258064516,0.120967742,0.088709677,0.096774194,0.370967742,0.064516129,0,0
28050,80757,211,42.1,38125,23505,0.037914692,138,0,0,0,0.405797101,0.050724638,0.210144928,0.115942029,0.188405797,0.02173913,0.007246377,0
28051,80758,3628,39.5,50361,27742,0.147464168,2307,0.014737755,0.048547898,0.027308192,0.388383182,0.083658431,0.169917642,0.073688773,0.158647594,0.017771998,0.006501951,0.010836584
28052,80759,4828,43.2,48256,24474,0.136081193,3334,0.020695861,0.034493101,0,0.409118176,0.069286143,0.148170366,0.095380924,0.122075585,0.100779844,0,0
28053,80801,120,53,48750,30640,0.008333333,79,0,0,0,0.329113924,0.063291139,0.443037975,0.063291139,0.075949367,0.025316456,0,0
28054,80802,322,22,54583,23146,0,161,0,0,0,0.403726708,0.037267081,0.198757764,0.242236025,0.118012422,0,0,0
28055,80804,239,53.9,37500,21087,0.142259414,177,0.005649718,0,0.005649718,0.401129944,0.146892655,0.225988701,0.084745763,0.084745763,0.016949153,0.028248588,0
28056,80805,383,50.5,46250,22486,0.033942559,289,0.006920415,0.006920415,0.01384083,0.477508651,0.128027682,0.141868512,0.076124567,0.089965398,0.055363322,0,0.003460208
28057,80807,5112,37.3,53542,28028,0.107589984,3630,0.006887052,0.021212121,0.039944904,0.442699725,0.049311295,0.177410468,0.07768595,0.124517906,0.048209366,0.008264463,0.003856749
28058,80808,5544,45,59934,30903,0.061868687,3998,0.001750875,0.014757379,0.002501251,0.373186593,0.092296148,0.152076038,0.149824912,0.144822411,0.058529265,0.006503252,0.003751876
28059,80809,1185,54.1,58813,45045,0.132489451,946,0,0,0,0.265327696,0.066596195,0.126849894,0.115221987,0.229386892,0.162790698,0.033826638,0
28060,80810,1231,37.7,54022,25637,0.142973193,806,0,0.023573201,0.003722084,0.47146402,0.070719603,0.127791563,0.105459057,0.17617866,0.021091811,0,0
28061,80812,269,43,58929,40103,0.100371747,200,0.005,0.025,0.015,0.3,0.085,0.335,0.09,0.135,0,0.01,0
28062,80813,1589,53.6,44277,23935,0.129641284,1282,0,0,0.009360374,0.577223089,0.049921997,0.141185647,0.085803432,0.088143526,0.038221529,0.003900156,0.00624025
28063,80814,3426,51.2,72924,32591,0.142440163,2655,0.006403013,0,0.006403013,0.286629002,0.055367232,0.201883239,0.084745763,0.236158192,0.103201507,0.006403013,0.012806026
28064,80815,731,50.9,52500,31068,0.067031464,558,0,0,0.007168459,0.46953405,0.053763441,0.136200717,0.139784946,0.146953405,0.044802867,0.001792115,0
28065,80816,6245,54.6,54039,30767,0.054603683,4990,0.004208417,0,0,0.389579158,0.056913828,0.1749499,0.154709419,0.13006012,0.062124248,0.025651303,0.001803607
28066,80817,30350,30.7,64103,25629,0.071894563,18669,0.001178424,0.00407092,0.007499063,0.311425358,0.053618298,0.241523381,0.172210617,0.15742675,0.038834431,0.003160319,0.00905244
28067,80818,326,51.3,72375,36782,0.015337423,236,0,0,0,0.343220339,0.11440678,0.203389831,0.131355932,0.088983051,0.105932203,0.012711864,0
28068,80819,779,51.3,39135,29853,0.069319641,591,0.015228426,0,0.005076142,0.211505922,0.0642978,0.236886633,0.084602369,0.247038917,0.10998308,0.003384095,0.021996616
28069,80820,751,62.2,71375,65771,0.054593875,637,0,0,0,0.381475667,0.039246468,0.191522763,0.161695447,0.155416013,0.026687598,0.043956044,0
28070,80821,1066,42.6,50500,23228,0.097560976,701,0.001426534,0,0.018544936,0.442225392,0.057061341,0.131241084,0.126961484,0.171184023,0.017118402,0.009985735,0.02425107
28071,80822,196,52.7,55417,35531,0.158163265,155,0,0.012903226,0.019354839,0.464516129,0.070967742,0.077419355,0.161290323,0.129032258,0.051612903,0,0.012903226
28072,80823,163,51.5,46250,16600,0.26993865,112,0,0,0.044642857,0.375,0.169642857,0.026785714,0.205357143,0.160714286,0,0.008928571,0.008928571
28073,80824,235,36.2,49250,24663,0.191489362,166,0,0,0.030120482,0.259036145,0.030120482,0.21686747,0.090361446,0.337349398,0.030120482,0,0.006024096
28074,80825,434,36.1,59375,24374,0.108294931,253,0.007905138,0,0.007905138,0.395256917,0.059288538,0.213438735,0.086956522,0.173913043,0.055335968,0,0
28075,80827,717,56,87375,31508,0.140864714,562,0,0,0,0.259786477,0.113879004,0.25088968,0.129893238,0.170818505,0.074733096,0,0
28076,80828,3583,36.5,48125,12595,0.064471114,2756,0.001451379,0.010522496,0.018142235,0.682510885,0.033018868,0.100507983,0.058417997,0.070754717,0.022496372,0.001088534,0.001088534
28077,80829,5794,43.9,67850,47781,0.085605799,4415,0.005662514,0,0,0.166251416,0.066591166,0.149943375,0.097621744,0.284711212,0.183465459,0.03193658,0.013816535
28078,80830,181,59.3,55865,32697,0.044198895,168,0,0,0,0.410714286,0.029761905,0.220238095,0.119047619,0.196428571,0,0,0.023809524
28079,80831,25048,38.3,90992,32705,0.063957202,15836,0.003346805,0,0.002715332,0.229224552,0.067820157,0.184389997,0.127304875,0.239580702,0.132735539,0.004546603,0.008335438
28080,80832,750,47.8,52727,25126,0.074666667,530,0,0.003773585,0.009433962,0.424528302,0.111320755,0.116981132,0.147169811,0.120754717,0.039622642,0.009433962,0.016981132
28081,80833,729,50.5,51838,23996,0.113854595,526,0,0.017110266,0,0.454372624,0.057034221,0.182509506,0.074144487,0.144486692,0.060836502,0,0.009505703
